SEAS,YR,ANOM_seas,3mo_avg,diff
DJF,1988,0.45,0.44666666666666677,0.0033333333333332438
JFM,1988,0.11,0.1133333333333335,-0.0033333333333334936
FMA,1988,-0.4,-0.40333333333333315,0.0033333333333331328
MAM,1988,-0.91,-0.9066666666666666,-0.0033333333333334103
AMJ,1988,-1.49,-1.4933333333333332,0.0033333333333331883
MJJ,1988,-1.74,-1.74,0.0
JJA,1988,-1.64,-1.6366666666666665,-0.0033333333333334103
JAS,1988,-1.36,-1.3566666666666665,-0.0033333333333336324
ASO,1988,-1.44,-1.4433333333333334,0.0033333333333334103
SON,1988,-1.71,-1.7066666666666663,-0.0033333333333336324
OND,1988,-1.95,-1.95,0.0
NDJ,1988,-1.94,-1.9433333333333334,0.0033333333333334103
DJF,1989,-1.64,-1.6433333333333333,0.0033333333333334103
JFM,1989,-1.37,-1.3666666666666665,-0.0033333333333336324
FMA,1989,-1.11,-1.1066666666666665,-0.0033333333333336324
MAM,1989,-0.89,-0.8899999999999998,-2.220446049250313e-16
AMJ,1989,-0.65,-0.6466666666666666,-0.0033333333333334103
MJJ,1989,-0.43,-0.4266666666666665,-0.003333333333333466
JJA,1989,-0.41,-0.40666666666666657,-0.0033333333333334103
JAS,1989,-0.38,-0.38666666666666655,0.006666666666666543
ASO,1989,-0.31,-0.3099999999999999,-1.1102230246251565e-16
SON,1989,-0.23,-0.22999999999999987,-1.3877787807814457e-16
OND,1989,-0.08,-0.07666666666666654,-0.003333333333333466
NDJ,1989,0.06,0.0566666666666668,0.003333333333333195
DJF,1990,0.32,0.3200000000000001,-1.1102230246251565e-16
JFM,1990,0.3,0.3000000000000001,-1.1102230246251565e-16
FMA,1990,0.32,0.3233333333333335,-0.003333333333333466
MAM,1990,0.26,0.2600000000000002,-1.6653345369377348e-16
AMJ,1990,0.19,0.19000000000000014,-1.3877787807814457e-16
MJJ,1990,0.2,0.20333333333333345,-0.003333333333333438
JJA,1990,0.21,0.21333333333333346,-0.003333333333333466
JAS,1990,0.33,0.3300000000000001,-1.1102230246251565e-16
ASO,1990,0.33,0.3300000000000001,-1.1102230246251565e-16
SON,1990,0.27,0.2700000000000001,-5.551115123125783e-17
OND,1990,0.3,0.2966666666666668,0.0033333333333331883
NDJ,1990,0.43,0.4333333333333334,-0.0033333333333334103
DJF,1991,0.57,0.5666666666666668,0.0033333333333331883
JFM,1991,0.53,0.5300000000000001,-1.1102230246251565e-16
FMA,1991,0.42,0.4233333333333335,-0.0033333333333335213
MAM,1991,0.42,0.4166666666666668,0.0033333333333331883
AMJ,1991,0.56,0.5566666666666668,0.0033333333333332993
MJJ,1991,0.7,0.6933333333333335,0.0066666666666664876
JJA,1991,0.86,0.8600000000000002,-2.220446049250313e-16
JAS,1991,0.83,0.8333333333333335,-0.0033333333333335213
ASO,1991,1.01,1.0066666666666668,0.0033333333333331883
SON,1991,1.2,1.2033333333333336,-0.0033333333333336324
OND,1991,1.66,1.6600000000000001,-2.220446049250313e-16
NDJ,1991,1.97,1.97,0.0
DJF,1992,2.12,2.12,0.0
JFM,1992,2.08,2.08,0.0
FMA,1992,1.94,1.9400000000000002,-2.220446049250313e-16
MAM,1992,1.76,1.76,0.0
AMJ,1992,1.4,1.4000000000000004,-4.440892098500626e-16
MJJ,1992,0.93,0.9366666666666669,-0.006666666666666821
JJA,1992,0.52,0.5166666666666668,0.0033333333333331883
JAS,1992,0.3,0.3033333333333335,-0.0033333333333335213
ASO,1992,0.13,0.12333333333333348,0.006666666666666529
SON,1992,0.1,0.09666666666666683,0.0033333333333331744
OND,1992,0.12,0.12000000000000018,-1.8041124150158794e-16
NDJ,1992,0.35,0.35000000000000014,-1.6653345369377348e-16
DJF,1993,0.55,0.5533333333333336,-0.0033333333333335213
JFM,1993,0.7,0.7066666666666669,-0.006666666666666932
FMA,1993,0.86,0.8633333333333336,-0.0033333333333336324
MAM,1993,1.06,1.0633333333333335,-0.0033333333333334103
AMJ,1993,1.0,1.0,0.0
MJJ,1993,0.77,0.7700000000000001,-1.1102230246251565e-16
JJA,1993,0.45,0.45333333333333353,-0.0033333333333335213
JAS,1993,0.46,0.46333333333333343,-0.0033333333333334103
ASO,1993,0.48,0.4833333333333334,-0.0033333333333334103
SON,1993,0.46,0.46000000000000013,-1.1102230246251565e-16
OND,1993,0.44,0.4366666666666668,0.0033333333333331883
NDJ,1993,0.42,0.4166666666666668,0.0033333333333331883
DJF,1994,0.33,0.3300000000000001,-1.1102230246251565e-16
JFM,1994,0.24,0.2366666666666668,0.0033333333333331883
FMA,1994,0.23,0.23000000000000012,-1.1102230246251565e-16
MAM,1994,0.32,0.3166666666666668,0.0033333333333331883
AMJ,1994,0.4,0.3966666666666668,0.0033333333333332438
MJJ,1994,0.41,0.4133333333333334,-0.0033333333333334103
JJA,1994,0.53,0.5333333333333335,-0.0033333333333335213
JAS,1994,0.6,0.5966666666666668,0.0033333333333331883
ASO,1994,0.79,0.7866666666666667,0.0033333333333332993
SON,1994,0.97,0.9633333333333335,0.0066666666666664876
OND,1994,1.23,1.2333333333333334,-0.0033333333333334103
NDJ,1994,1.28,1.2833333333333334,-0.0033333333333334103
DJF,1995,1.17,1.1733333333333336,-0.0033333333333336324
JFM,1995,0.86,0.8600000000000002,-2.220446049250313e-16
FMA,1995,0.55,0.5466666666666669,0.0033333333333331883
MAM,1995,0.2,0.20000000000000018,-1.6653345369377348e-16
AMJ,1995,-0.07,-0.06666666666666653,-0.0033333333333334797
MJJ,1995,-0.23,-0.22999999999999984,-1.6653345369377348e-16
JJA,1995,-0.41,-0.40999999999999986,-1.1102230246251565e-16
JAS,1995,-0.57,-0.5666666666666665,-0.0033333333333334103
ASO,1995,-0.76,-0.7599999999999998,-2.220446049250313e-16
SON,1995,-0.93,-0.9299999999999998,-2.220446049250313e-16
OND,1995,-1.02,-1.0166666666666666,-0.0033333333333334103
NDJ,1995,-0.99,-0.9899999999999999,-1.1102230246251565e-16
DJF,1996,-0.87,-0.8699999999999998,-2.220446049250313e-16
JFM,1996,-0.75,-0.7499999999999999,-1.1102230246251565e-16
FMA,1996,-0.58,-0.5799999999999998,-1.1102230246251565e-16
MAM,1996,-0.37,-0.37333333333333324,0.0033333333333332438
AMJ,1996,-0.25,-0.24999999999999986,-1.3877787807814457e-16
MJJ,1996,-0.24,-0.23999999999999985,-1.3877787807814457e-16
JJA,1996,-0.2,-0.19666666666666655,-0.003333333333333466
JAS,1996,-0.2,-0.20333333333333317,0.0033333333333331605
ASO,1996,-0.2,-0.19999999999999984,-1.6653345369377348e-16
SON,1996,-0.25,-0.24999999999999986,-1.3877787807814457e-16
OND,1996,-0.3,-0.2999999999999999,-1.1102230246251565e-16
NDJ,1996,-0.29,-0.2866666666666665,-0.003333333333333466
DJF,1997,-0.21,-0.20666666666666655,-0.003333333333333438
JFM,1997,-0.03,-0.036666666666666514,0.006666666666666515
FMA,1997,0.17,0.17000000000000015,-1.3877787807814457e-16
MAM,1997,0.47,0.47000000000000014,-1.6653345369377348e-16
AMJ,1997,0.83,0.8266666666666668,0.0033333333333331883
MJJ,1997,1.2,1.1966666666666665,0.0033333333333334103
JJA,1997,1.5,1.5033333333333336,-0.0033333333333336324
JAS,1997,1.84,1.8399999999999999,2.220446049250313e-16
ASO,1997,2.07,2.066666666666667,0.0033333333333329662
SON,1997,2.22,2.2133333333333334,0.006666666666666821
OND,1997,2.25,2.2466666666666666,0.0033333333333334103
NDJ,1997,2.28,2.276666666666667,0.0033333333333329662
DJF,1998,2.13,2.1333333333333333,-0.0033333333333334103
JFM,1998,1.82,1.8233333333333335,-0.0033333333333334103
FMA,1998,1.22,1.22,0.0
MAM,1998,0.81,0.8166666666666668,-0.00666666666666671
AMJ,1998,0.07,0.06666666666666665,0.003333333333333355
MJJ,1998,-0.46,-0.4633333333333334,0.003333333333333355
JJA,1998,-1.05,-1.05,0.0
JAS,1998,-1.14,-1.1366666666666667,-0.0033333333333331883
ASO,1998,-1.24,-1.24,0.0
SON,1998,-1.33,-1.3266666666666664,-0.0033333333333336324
OND,1998,-1.51,-1.51,0.0
NDJ,1998,-1.61,-1.61,0.0
DJF,1999,-1.56,-1.5599999999999998,-2.220446049250313e-16
JFM,1999,-1.28,-1.2833333333333334,0.0033333333333334103
FMA,1999,-0.99,-0.9866666666666667,-0.0033333333333332993
MAM,1999,-0.88,-0.8766666666666666,-0.0033333333333334103
AMJ,1999,-0.81,-0.8099999999999999,-1.1102230246251565e-16
MJJ,1999,-0.82,-0.8233333333333333,0.0033333333333332993
JJA,1999,-0.83,-0.8333333333333334,0.0033333333333334103
JAS,1999,-0.86,-0.86,0.0
ASO,1999,-0.87,-0.8733333333333334,0.0033333333333334103
SON,1999,-1.06,-1.06,0.0
OND,1999,-1.33,-1.3333333333333333,0.0033333333333331883
NDJ,1999,-1.56,-1.5599999999999998,-2.220446049250313e-16
DJF,2000,-1.5,-1.5033333333333332,0.0033333333333331883
JFM,2000,-1.31,-1.3099999999999998,-2.220446049250313e-16
FMA,2000,-1.06,-1.06,0.0
MAM,2000,-0.88,-0.88,0.0
AMJ,2000,-0.68,-0.68,0.0
MJJ,2000,-0.54,-0.5366666666666667,-0.0033333333333332993
JJA,2000,-0.35,-0.35333333333333333,0.003333333333333355
JAS,2000,-0.29,-0.29,0.0
ASO,2000,-0.36,-0.35666666666666663,-0.003333333333333355
SON,2000,-0.55,-0.5466666666666667,-0.0033333333333332993
OND,2000,-0.79,-0.79,0.0
NDJ,2000,-0.82,-0.82,0.0
DJF,2001,-0.79,-0.79,0.0
JFM,2001,-0.62,-0.6166666666666666,-0.0033333333333334103
FMA,2001,-0.55,-0.5566666666666666,0.006666666666666599
MAM,2001,-0.41,-0.4133333333333334,0.0033333333333334103
AMJ,2001,-0.28,-0.2800000000000001,5.551115123125783e-17
MJJ,2001,-0.08,-0.08000000000000004,4.163336342344337e-17
JJA,2001,0.01,0.013333333333333296,-0.003333333333333296
JAS,2001,-0.02,-0.020000000000000035,3.469446951953614e-17
ASO,2001,-0.05,-0.0466666666666667,-0.0033333333333333062
SON,2001,-0.18,-0.17666666666666672,-0.0033333333333332715
OND,2001,-0.27,-0.2733333333333334,0.003333333333333355
NDJ,2001,-0.32,-0.3166666666666667,-0.0033333333333332993
DJF,2002,-0.16,-0.16000000000000003,2.7755575615628914e-17
JFM,2002,0.01,0.006666666666666626,0.003333333333333374
FMA,2002,0.03,0.026666666666666627,0.003333333333333372
MAM,2002,0.05,0.04999999999999996,4.163336342344337e-17
AMJ,2002,0.22,0.21999999999999995,5.551115123125783e-17
MJJ,2002,0.44,0.4433333333333332,-0.0033333333333331883
JJA,2002,0.64,0.64,0.0
JAS,2002,0.8,0.8033333333333333,-0.0033333333333332993
ASO,2002,0.97,0.9666666666666668,0.0033333333333331883
SON,2002,1.18,1.1833333333333333,-0.0033333333333334103
OND,2002,1.33,1.3233333333333333,0.006666666666666821
NDJ,2002,1.13,1.1266666666666667,0.0033333333333331883
DJF,2003,0.85,0.85,0.0
JFM,2003,0.47,0.47,0.0
FMA,2003,0.23,0.22999999999999998,2.7755575615628914e-17
MAM,2003,-0.19,-0.19333333333333333,0.003333333333333327
AMJ,2003,-0.34,-0.33666666666666667,-0.003333333333333355
MJJ,2003,-0.24,-0.24,0.0
JJA,2003,0.04,0.03333333333333333,0.006666666666666668
JAS,2003,0.09,0.08666666666666667,0.003333333333333327
ASO,2003,0.17,0.16666666666666666,0.003333333333333355
SON,2003,0.17,0.17,0.0
OND,2003,0.25,0.25,0.0
NDJ,2003,0.22,0.22333333333333336,-0.003333333333333355
DJF,2004,0.23,0.22666666666666668,0.003333333333333327
JFM,2004,0.12,0.11666666666666668,0.003333333333333313
FMA,2004,0.07,0.07,0.0
MAM,2004,0.09,0.08666666666666667,0.003333333333333327
AMJ,2004,0.18,0.18333333333333335,-0.003333333333333355
MJJ,2004,0.36,0.36000000000000004,-5.551115123125783e-17
JJA,2004,0.54,0.5433333333333333,-0.0033333333333332993
JAS,2004,0.69,0.6966666666666667,-0.00666666666666671
ASO,2004,0.71,0.71,0.0
SON,2004,0.7,0.6966666666666667,0.0033333333333332993
OND,2004,0.7,0.7033333333333333,-0.0033333333333332993
NDJ,2004,0.69,0.6866666666666665,0.0033333333333334103
DJF,2005,0.54,0.54,0.0
JFM,2005,0.4,0.39999999999999997,5.551115123125783e-17
FMA,2005,0.26,0.25999999999999995,5.551115123125783e-17
MAM,2005,0.25,0.2533333333333333,-0.0033333333333332993
AMJ,2005,0.2,0.19999999999999996,5.551115123125783e-17
MJJ,2005,0.05,0.053333333333333295,-0.0033333333333332923
JJA,2005,-0.06,-0.0566666666666667,-0.0033333333333332993
JAS,2005,-0.11,-0.11333333333333336,0.003333333333333355
ASO,2005,-0.04,-0.040000000000000036,3.469446951953614e-17
SON,2005,-0.18,-0.17666666666666672,-0.0033333333333332715
OND,2005,-0.5,-0.5033333333333334,0.0033333333333334103
NDJ,2005,-0.81,-0.8066666666666666,-0.0033333333333334103
DJF,2006,-0.9,-0.9,0.0
JFM,2006,-0.87,-0.8766666666666666,0.006666666666666599
FMA,2006,-0.69,-0.6900000000000001,1.1102230246251565e-16
MAM,2006,-0.49,-0.49000000000000005,5.551115123125783e-17
AMJ,2006,-0.19,-0.19333333333333336,0.003333333333333355
MJJ,2006,-0.05,-0.05000000000000004,3.469446951953614e-17
JJA,2006,0.15,0.1433333333333333,0.006666666666666682
JAS,2006,0.36,0.35333333333333333,0.006666666666666654
ASO,2006,0.57,0.5666666666666665,0.0033333333333334103
SON,2006,0.73,0.7266666666666666,0.0033333333333334103
OND,2006,0.91,0.9066666666666666,0.0033333333333334103
NDJ,2006,0.89,0.8933333333333332,-0.0033333333333331883
DJF,2007,0.6,0.6,0.0
JFM,2007,0.16,0.16333333333333333,-0.003333333333333327
FMA,2007,-0.15,-0.15333333333333332,0.003333333333333327
MAM,2007,-0.33,-0.33,0.0
AMJ,2007,-0.36,-0.36000000000000004,5.551115123125783e-17
MJJ,2007,-0.44,-0.44,0.0
JJA,2007,-0.5,-0.5033333333333333,0.0033333333333332993
JAS,2007,-0.79,-0.79,0.0
ASO,2007,-1.04,-1.0366666666666668,-0.0033333333333331883
SON,2007,-1.33,-1.33,0.0
OND,2007,-1.49,-1.4833333333333334,-0.006666666666666599
NDJ,2007,-1.65,-1.6466666666666665,-0.0033333333333334103
DJF,2008,-1.73,-1.7300000000000002,2.220446049250313e-16
JFM,2008,-1.62,-1.62,0.0
FMA,2008,-1.39,-1.3933333333333333,0.0033333333333334103
MAM,2008,-1.04,-1.0433333333333332,0.0033333333333331883
AMJ,2008,-0.8,-0.8000000000000002,1.1102230246251565e-16
MJJ,2008,-0.46,-0.4566666666666667,-0.0033333333333332993
JJA,2008,-0.24,-0.23666666666666666,-0.003333333333333327
JAS,2008,-0.17,-0.17333333333333334,0.003333333333333327
ASO,2008,-0.26,-0.26333333333333336,0.003333333333333355
SON,2008,-0.38,-0.3833333333333333,0.0033333333333332993
OND,2008,-0.6,-0.6033333333333334,0.0033333333333334103
NDJ,2008,-0.86,-0.86,0.0
DJF,2009,-0.96,-0.9566666666666667,-0.0033333333333332993
JFM,2009,-0.92,-0.9166666666666666,-0.0033333333333334103
FMA,2009,-0.7,-0.6966666666666667,-0.0033333333333332993
MAM,2009,-0.43,-0.43,0.0
AMJ,2009,-0.05,-0.04666666666666667,-0.003333333333333334
MJJ,2009,0.24,0.24333333333333332,-0.003333333333333327
JJA,2009,0.35,0.35666666666666663,-0.006666666666666654
JAS,2009,0.42,0.41999999999999993,5.551115123125783e-17
ASO,2009,0.53,0.5266666666666667,0.0033333333333332993
SON,2009,0.86,0.86,0.0
OND,2009,1.29,1.2866666666666668,0.0033333333333331883
NDJ,2009,1.5,1.4966666666666668,0.0033333333333331883
DJF,2010,1.44,1.4366666666666665,0.0033333333333334103
JFM,2010,1.11,1.11,0.0
FMA,2010,0.69,0.6933333333333334,-0.0033333333333334103
MAM,2010,0.1,0.09666666666666668,0.003333333333333327
AMJ,2010,-0.5,-0.49666666666666665,-0.003333333333333355
MJJ,2010,-0.97,-0.9700000000000001,1.1102230246251565e-16
JJA,2010,-1.21,-1.21,0.0
JAS,2010,-1.39,-1.3866666666666667,-0.0033333333333331883
ASO,2010,-1.54,-1.5366666666666668,-0.0033333333333331883
SON,2010,-1.61,-1.6133333333333333,0.0033333333333331883
OND,2010,-1.63,-1.6266666666666667,-0.0033333333333331883
NDJ,2010,-1.55,-1.5533333333333335,0.0033333333333334103
DJF,2011,-1.42,-1.42,0.0
JFM,2011,-1.21,-1.21,0.0
FMA,2011,-0.97,-0.9666666666666668,-0.0033333333333331883
MAM,2011,-0.76,-0.7566666666666667,-0.0033333333333332993
AMJ,2011,-0.52,-0.5233333333333333,0.0033333333333332993
MJJ,2011,-0.29,-0.29333333333333333,0.003333333333333355
JJA,2011,-0.29,-0.29333333333333333,0.003333333333333355
JAS,2011,-0.41,-0.41,0.0
ASO,2011,-0.7,-0.7033333333333333,0.0033333333333332993
SON,2011,-0.91,-0.9099999999999998,-2.220446049250313e-16
OND,2011,-1.02,-1.0233333333333332,0.0033333333333331883
NDJ,2011,-0.96,-0.96,0.0
DJF,2012,-0.77,-0.7666666666666666,-0.0033333333333334103
JFM,2012,-0.6,-0.6,0.0
FMA,2012,-0.5,-0.4966666666666666,-0.0033333333333334103
MAM,2012,-0.42,-0.42333333333333334,0.003333333333333355
AMJ,2012,-0.26,-0.25666666666666665,-0.003333333333333355
MJJ,2012,0.01,0.013333333333333345,-0.0033333333333333444
JJA,2012,0.33,0.33,0.0
JAS,2012,0.43,0.43,0.0
ASO,2012,0.37,0.3633333333333333,0.00666666666666671
SON,2012,0.21,0.21,0.0
OND,2012,-0.03,-0.02999999999999999,-1.0408340855860843e-17
NDJ,2012,-0.27,-0.2733333333333333,0.0033333333333332993
DJF,2013,-0.55,-0.5499999999999999,-1.1102230246251565e-16
JFM,2013,-0.57,-0.5666666666666665,-0.0033333333333334103
FMA,2013,-0.49,-0.49,0.0
MAM,2013,-0.44,-0.44333333333333336,0.003333333333333355
AMJ,2013,-0.48,-0.47666666666666674,-0.0033333333333332438
MJJ,2013,-0.48,-0.4766666666666666,-0.003333333333333355
JJA,2013,-0.48,-0.47666666666666674,-0.0033333333333332438
JAS,2013,-0.38,-0.38000000000000006,5.551115123125783e-17
ASO,2013,-0.38,-0.37666666666666665,-0.003333333333333355
SON,2013,-0.22,-0.21999999999999997,-2.7755575615628914e-17
OND,2013,-0.23,-0.2333333333333333,0.0033333333333332993
NDJ,2013,-0.27,-0.2733333333333333,0.0033333333333332993
DJF,2014,-0.43,-0.43,0.0
JFM,2014,-0.38,-0.38333333333333336,0.003333333333333355
FMA,2014,-0.15,-0.15000000000000002,2.7755575615628914e-17
MAM,2014,0.11,0.11333333333333333,-0.003333333333333327
AMJ,2014,0.15,0.15333333333333332,-0.003333333333333327
MJJ,2014,0.0,9.25185853854297e-18,-9.25185853854297e-18
JJA,2014,-0.14,-0.13999999999999999,-2.7755575615628914e-17
JAS,2014,-0.09,-0.09666666666666666,0.006666666666666668
ASO,2014,0.06,0.05666666666666667,0.003333333333333327
SON,2014,0.35,0.3466666666666667,0.0033333333333332993
OND,2014,0.54,0.5366666666666666,0.0033333333333334103
NDJ,2014,0.62,0.6233333333333334,-0.0033333333333334103
DJF,2015,0.54,0.5433333333333333,-0.0033333333333332993
JFM,2015,0.47,0.47333333333333333,-0.003333333333333355
FMA,2015,0.59,0.59,0.0
MAM,2015,0.72,0.7200000000000001,-1.1102230246251565e-16
AMJ,2015,0.89,0.89,0.0
MJJ,2015,1.02,1.0199999999999998,2.220446049250313e-16
JJA,2015,1.27,1.2699999999999998,2.220446049250313e-16
JAS,2015,1.54,1.5433333333333332,-0.0033333333333331883
ASO,2015,1.8,1.8,0.0
SON,2015,2.03,2.03,0.0
OND,2015,2.18,2.1766666666666667,0.0033333333333334103
NDJ,2015,2.25,2.25,0.0
DJF,2016,2.14,2.1333333333333333,0.006666666666666821
JFM,2016,1.81,1.8066666666666666,0.0033333333333334103
FMA,2016,1.3,1.2966666666666666,0.0033333333333334103
MAM,2016,0.65,0.6533333333333334,-0.0033333333333334103
AMJ,2016,0.08,0.07666666666666667,0.003333333333333327
MJJ,2016,-0.43,-0.4366666666666667,0.00666666666666671
JJA,2016,-0.7,-0.7033333333333333,0.0033333333333332993
JAS,2016,-0.81,-0.8066666666666666,-0.0033333333333334103
ASO,2016,-0.88,-0.8733333333333334,-0.006666666666666599
SON,2016,-0.96,-0.96,0.0
OND,2016,-0.96,-0.9566666666666667,-0.0033333333333332993
NDJ,2016,-0.89,-0.89,0.0
DJF,2017,-0.6,-0.6033333333333333,0.0033333333333332993
JFM,2017,-0.44,-0.4433333333333332,0.0033333333333331883
FMA,2017,-0.18,-0.18333333333333324,0.0033333333333332438
MAM,2017,-0.1,-0.10333333333333326,0.0033333333333332577
AMJ,2017,-0.02,-0.02333333333333326,0.003333333333333261
MJJ,2017,-0.04,-0.03999999999999993,-6.938893903907228e-17
JJA,2017,-0.23,-0.2266666666666666,-0.0033333333333334103
JAS,2017,-0.46,-0.45666666666666655,-0.003333333333333466
ASO,2017,-0.62,-0.6166666666666666,-0.0033333333333334103
SON,2017,-0.82,-0.8166666666666665,-0.0033333333333334103
OND,2017,-0.97,-0.9699999999999999,-1.1102230246251565e-16
NDJ,2017,-1.14,-1.1433333333333333,0.0033333333333334103
DJF,2018,-1.08,-1.0799999999999998,-2.220446049250313e-16
JFM,2018,-1.04,-1.0399999999999998,-2.220446049250313e-16
FMA,2018,-0.9,-0.9033333333333333,0.0033333333333332993
MAM,2018,-0.69,-0.6866666666666665,-0.0033333333333334103
AMJ,2018,-0.33,-0.3266666666666666,-0.0033333333333334103
MJJ,2018,-0.02,-0.02333333333333325,0.0033333333333332507
JJA,2018,0.08,0.08333333333333341,-0.0033333333333334103
JAS,2018,0.16,0.1633333333333334,-0.0033333333333334103
ASO,2018,0.35,0.34666666666666673,0.0033333333333332438
SON,2018,0.62,0.6266666666666668,-0.006666666666666821
OND,2018,0.82,0.82,0.0
NDJ,2018,0.78,0.7800000000000001,-1.1102230246251565e-16
DJF,2019,0.68,0.6766666666666667,0.0033333333333332993
JFM,2019,0.64,0.6366666666666667,0.0033333333333332993
FMA,2019,0.57,0.5733333333333334,-0.0033333333333334103
MAM,2019,0.53,0.53,0.0
AMJ,2019,0.37,0.3700000000000001,-1.1102230246251565e-16
MJJ,2019,0.24,0.24333333333333343,-0.003333333333333438
JJA,2019,0.04,0.036666666666666736,0.0033333333333332646
JAS,2019,-0.12,-0.12333333333333325,0.0033333333333332577
ASO,2019,-0.01,-0.013333333333333253,0.0033333333333332524
SON,2019,0.15,0.15000000000000008,-8.326672684688674e-17
OND,2019,0.29,0.2866666666666668,0.0033333333333331883
NDJ,2019,0.22,0.22000000000000008,-8.326672684688674e-17
DJF,2020,0.14,0.1400000000000001,-8.326672684688674e-17
JFM,2020,0.1,0.09666666666666675,0.0033333333333332577
FMA,2020,0.02,0.023333333333333428,-0.0033333333333334277
MAM,2020,-0.25,-0.25333333333333324,0.0033333333333332438
AMJ,2020,-0.55,-0.5499999999999999,-1.1102230246251565e-16
MJJ,2020,-0.72,-0.7166666666666667,-0.0033333333333332993
JJA,2020,-0.76,-0.7566666666666665,-0.0033333333333335213
JAS,2020,-0.85,-0.85,0.0
ASO,2020,-1.16,-1.1666666666666667,0.006666666666666821
SON,2020,-1.37,-1.3699999999999999,-2.220446049250313e-16
OND,2020,-1.46,-1.4666666666666666,0.006666666666666599
NDJ,2020,-1.39,-1.3933333333333333,0.0033333333333334103
DJF,2021,-1.32,-1.3233333333333333,0.0033333333333331883
JFM,2021,-1.18,-1.18,0.0
FMA,2021,-1.08,-1.0833333333333333,0.0033333333333331883
MAM,2021,-0.89,-0.89,0.0
AMJ,2021,-0.68,-0.6833333333333332,0.0033333333333331883
MJJ,2021,-0.57,-0.57,0.0
JJA,2021,-0.6,-0.6033333333333333,0.0033333333333332993
JAS,2021,-0.76,-0.7599999999999999,-1.1102230246251565e-16
ASO,2021,-0.95,-0.9466666666666667,-0.0033333333333332993
SON,2021,-1.08,-1.0833333333333333,0.0033333333333331883
OND,2021,-1.24,-1.2366666666666666,-0.0033333333333334103
NDJ,2021,-1.22,-1.2233333333333334,0.0033333333333334103
DJF,2022,-1.18,-1.1766666666666667,-0.0033333333333331883
JFM,2022,-1.13,-1.1333333333333333,0.0033333333333334103
FMA,2022,-1.19,-1.1966666666666665,0.006666666666666599
MAM,2022,-1.26,-1.2633333333333334,0.0033333333333334103
AMJ,2022,-1.17,-1.17,0.0
MJJ,2022,-0.95,-0.9500000000000001,1.1102230246251565e-16
JJA,2022,-0.86,-0.8633333333333333,0.0033333333333332993
JAS,2022,-0.94,-0.9466666666666667,0.00666666666666671
ASO,2022,-1.07,-1.07,0.0
SON,2022,-1.1,-1.1066666666666667,0.006666666666666599
OND,2022,-1.05,-1.0566666666666666,0.006666666666666599
NDJ,2022,-0.99,-0.9966666666666666,0.006666666666666599
DJF,2023,-0.86,-0.8633333333333333,0.0033333333333332993
JFM,2023,-0.68,-0.6833333333333332,0.0033333333333331883
FMA,2023,-0.55,-0.5533333333333333,0.0033333333333332993
MAM,2023,-0.31,-0.3133333333333333,0.0033333333333332993
AMJ,2023,-0.04,-0.043333333333333335,0.003333333333333334
MJJ,2023,0.28,0.27999999999999997,5.551115123125783e-17
JJA,2023,0.54,0.5433333333333333,-0.0033333333333332993
JAS,2023,0.79,0.7866666666666666,0.0033333333333334103
ASO,2023,1.04,1.0433333333333332,-0.0033333333333331883
SON,2023,1.3,1.3,0.0
OND,2023,1.42,1.4266666666666667,-0.006666666666666821
NDJ,2023,1.4,1.4033333333333333,-0.0033333333333334103
DJF,2024,1.13,1.1333333333333335,-0.0033333333333336324
JFM,2024,0.78,0.7766666666666667,0.0033333333333332993
FMA,2024,0.42,0.42,0.0
MAM,2024,0.04,0.03666666666666666,0.003333333333333341
AMJ,2024,-0.28,-0.27666666666666667,-0.003333333333333355
MJJ,2024,-0.45,-0.45,0.0
JJA,2024,-0.49,-0.49000000000000005,5.551115123125783e-17
JAS,2024,-0.56,-0.5633333333333334,0.0033333333333332993
ASO,2024,-0.67,-0.67,0.0
SON,2024,-0.76,-0.7633333333333333,0.0033333333333332993
OND,2024,-0.88,-0.8800000000000002,2.220446049250313e-16
NDJ,2024,-1.05,-1.0466666666666669,-0.0033333333333331883
DJF,2025,-1.1,-1.0966666666666667,-0.0033333333333334103
JFM,2025,-0.85,-0.8466666666666667,-0.0033333333333332993
FMA,2025,-0.66,-0.6566666666666667,-0.0033333333333332993
MAM,2025,-0.5,-0.5033333333333334,0.0033333333333334103
AMJ,2025,-0.48,-0.47666666666666674,-0.0033333333333332438
MJJ,2025,-0.36,-0.36333333333333345,0.003333333333333466
JJA,2025,-0.41,-0.4033333333333334,-0.006666666666666599
JAS,2025,-0.59,-0.5866666666666668,-0.0033333333333331883
ASO,2025,-0.78,-0.7799999999999999,-1.1102230246251565e-16
SON,2025,-0.93,-0.9333333333333335,0.0033333333333334103
OND,2025,-0.98,-0.9766666666666669,-0.0033333333333330772
NDJ,2025,-1.04,-1.04,0.0
DJF,2026,-0.91,-0.91,0.0
JFM,2026,-0.76,-0.7600000000000001,1.1102230246251565e-16
FMA,2026,-0.44,-0.4400000000000001,1.1102230246251565e-16
MAM,2026,-0.04,-0.036666666666666736,-0.0033333333333332646
AMJ,2026,0.49,0.48666666666666664,0.003333333333333355
MJJ,2026,0.97,0.9733333333333333,-0.0033333333333332993
JJA,2026,1.36,1.3566666666666665,0.0033333333333336324
