n,rms_raw,bias_raw,floor_exact,rms_floor,max_floor,round_exact,rms_round,max_round,trunc_exact,rms_trunc,max_trunc,model
919,0.006146514926184654,-0.005024007362769402,0.8509249183895539,0.0039030692980772243,0.020000000000000018,0.4896626768226333,0.007143789772784239,0.010000000000000231,0.46681175190424373,0.0075004533776640075,0.020000000000000018,through-origin
919,0.005949538118320433,-0.005004614688005999,0.8933623503808488,0.0033151480730826397,0.020000000000000018,0.500544069640914,0.007067219611410743,0.010000000000000231,0.44831338411316646,0.007792186594660482,0.020000000000000018,offset refit
